index,postcode,Name,Address
249,3083-vic,Polaris Medical Centre,"Polaris Medical Centre, Copernicus Crescent, Bundoora VIC 3086, Australia"
250,3083-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
251,3083-vic,Wingrove Medical Clinic,"Wingrove Medical Clinic, 270 Wingrove Street, Fairfield VIC 3078, Australia"
252,3084-vic,Polaris Medical Centre,"Polaris Medical Centre, Copernicus Crescent, Bundoora VIC 3086, Australia"
253,3084-vic,Wingrove Medical Clinic,"Wingrove Medical Clinic, 270 Wingrove Street, Fairfield VIC 3078, Australia"
254,3084-vic,Clifton Hill Clinic,"Clifton Hill Clinic, 22 Spensley Street, Clifton Hill VIC 3068, Australia"
255,3085-vic,Polaris Medical Centre,"Polaris Medical Centre, Copernicus Crescent, Bundoora VIC 3086, Australia"
256,3085-vic,Wingrove Medical Clinic,"Wingrove Medical Clinic, 270 Wingrove Street, Fairfield VIC 3078, Australia"
257,3085-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
258,3086-vic,Polaris Medical Centre,"Polaris Medical Centre, Copernicus Crescent, Bundoora VIC 3086, Australia"
259,3086-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
260,3086-vic,Wingrove Medical Clinic,"Wingrove Medical Clinic, 270 Wingrove Street, Fairfield VIC 3078, Australia"
261,3087-vic,Polaris Medical Centre,"Polaris Medical Centre, Copernicus Crescent, Bundoora VIC 3086, Australia"
262,3087-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
263,3087-vic,Wingrove Medical Clinic,"Wingrove Medical Clinic, 270 Wingrove Street, Fairfield VIC 3078, Australia"
264,3088-vic,Polaris Medical Centre,"Polaris Medical Centre, Copernicus Crescent, Bundoora VIC 3086, Australia"
265,3088-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
266,3088-vic,Wingrove Medical Clinic,"Wingrove Medical Clinic, 270 Wingrove Street, Fairfield VIC 3078, Australia"
267,3089-vic,Polaris Medical Centre,"Polaris Medical Centre, Copernicus Crescent, Bundoora VIC 3086, Australia"
268,3089-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
269,3089-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
270,3090-vic,Polaris Medical Centre,"Polaris Medical Centre, Copernicus Crescent, Bundoora VIC 3086, Australia"
271,3090-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
272,3090-vic,Wingrove Medical Clinic,"Wingrove Medical Clinic, 270 Wingrove Street, Fairfield VIC 3078, Australia"
273,3091-vic,Polaris Medical Centre,"Polaris Medical Centre, Copernicus Crescent, Bundoora VIC 3086, Australia"
274,3091-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
275,3091-vic,Wingrove Medical Clinic,"Wingrove Medical Clinic, 270 Wingrove Street, Fairfield VIC 3078, Australia"
279,3093-vic,Polaris Medical Centre,"Polaris Medical Centre, Copernicus Crescent, Bundoora VIC 3086, Australia"
280,3093-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
281,3093-vic,Wingrove Medical Clinic,"Wingrove Medical Clinic, 270 Wingrove Street, Fairfield VIC 3078, Australia"
282,3094-vic,Polaris Medical Centre,"Polaris Medical Centre, Copernicus Crescent, Bundoora VIC 3086, Australia"
283,3094-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
284,3094-vic,Wingrove Medical Clinic,"Wingrove Medical Clinic, 270 Wingrove Street, Fairfield VIC 3078, Australia"
285,3095-vic,Polaris Medical Centre,"Polaris Medical Centre, Copernicus Crescent, Bundoora VIC 3086, Australia"
286,3095-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
287,3095-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
288,3096-vic,Polaris Medical Centre,"Polaris Medical Centre, Copernicus Crescent, Bundoora VIC 3086, Australia"
289,3096-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
290,3096-vic,Mooroolbark Superclinic,"Mooroolbark Superclinic, 108 Brice Avenue, Mooroolbark VIC 3138, Australia"
291,3097-vic,Mooroolbark Superclinic,"Mooroolbark Superclinic, 108 Brice Avenue, Mooroolbark VIC 3138, Australia"
292,3097-vic,Polaris Medical Centre,"Polaris Medical Centre, Copernicus Crescent, Bundoora VIC 3086, Australia"
293,3097-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
300,3101-vic,Dentists of Hawthorn,"Dentists of Hawthorn, 330 Burwood Road, Hawthorn VIC 3122, Australia"
301,3101-vic,Wingrove Medical Clinic,"Wingrove Medical Clinic, 270 Wingrove Street, Fairfield VIC 3078, Australia"
302,3101-vic,Clifton Hill Clinic,"Clifton Hill Clinic, 22 Spensley Street, Clifton Hill VIC 3068, Australia"
303,3102-vic,Wingrove Medical Clinic,"Wingrove Medical Clinic, 270 Wingrove Street, Fairfield VIC 3078, Australia"
304,3102-vic,Dentists of Hawthorn,"Dentists of Hawthorn, 330 Burwood Road, Hawthorn VIC 3122, Australia"
305,3102-vic,Clifton Hill Clinic,"Clifton Hill Clinic, 22 Spensley Street, Clifton Hill VIC 3068, Australia"
306,3103-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
307,3103-vic,Dentists of Hawthorn,"Dentists of Hawthorn, 330 Burwood Road, Hawthorn VIC 3122, Australia"
308,3103-vic,Wingrove Medical Clinic,"Wingrove Medical Clinic, 270 Wingrove Street, Fairfield VIC 3078, Australia"
309,3104-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
310,3104-vic,Dentists of Hawthorn,"Dentists of Hawthorn, 330 Burwood Road, Hawthorn VIC 3122, Australia"
311,3104-vic,Wingrove Medical Clinic,"Wingrove Medical Clinic, 270 Wingrove Street, Fairfield VIC 3078, Australia"
312,3105-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
313,3105-vic,Wingrove Medical Clinic,"Wingrove Medical Clinic, 270 Wingrove Street, Fairfield VIC 3078, Australia"
314,3105-vic,Polaris Medical Centre,"Polaris Medical Centre, Copernicus Crescent, Bundoora VIC 3086, Australia"
315,3106-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
316,3106-vic,Polaris Medical Centre,"Polaris Medical Centre, Copernicus Crescent, Bundoora VIC 3086, Australia"
317,3106-vic,Wingrove Medical Clinic,"Wingrove Medical Clinic, 270 Wingrove Street, Fairfield VIC 3078, Australia"
318,3107-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
319,3107-vic,Polaris Medical Centre,"Polaris Medical Centre, Copernicus Crescent, Bundoora VIC 3086, Australia"
320,3107-vic,Wingrove Medical Clinic,"Wingrove Medical Clinic, 270 Wingrove Street, Fairfield VIC 3078, Australia"
321,3108-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
322,3108-vic,Dentists of Hawthorn,"Dentists of Hawthorn, 330 Burwood Road, Hawthorn VIC 3122, Australia"
323,3108-vic,Wingrove Medical Clinic,"Wingrove Medical Clinic, 270 Wingrove Street, Fairfield VIC 3078, Australia"
324,3109-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
325,3109-vic,Dentists of Hawthorn,"Dentists of Hawthorn, 330 Burwood Road, Hawthorn VIC 3122, Australia"
326,3109-vic,Polaris Medical Centre,"Polaris Medical Centre, Copernicus Crescent, Bundoora VIC 3086, Australia"
330,3111-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
331,3111-vic,Mooroolbark Superclinic,"Mooroolbark Superclinic, 108 Brice Avenue, Mooroolbark VIC 3138, Australia"
332,3111-vic,Greater Knox Family Practice,"Greater Knox Family Practice, 43 Boronia Road, Boronia VIC 3155, Australia"
336,3113-vic,Mooroolbark Superclinic,"Mooroolbark Superclinic, 108 Brice Avenue, Mooroolbark VIC 3138, Australia"
337,3113-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
338,3113-vic,Polaris Medical Centre,"Polaris Medical Centre, Copernicus Crescent, Bundoora VIC 3086, Australia"
339,3114-vic,Mooroolbark Superclinic,"Mooroolbark Superclinic, 108 Brice Avenue, Mooroolbark VIC 3138, Australia"
340,3114-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
341,3114-vic,Greater Knox Family Practice,"Greater Knox Family Practice, 43 Boronia Road, Boronia VIC 3155, Australia"
342,3115-vic,Mooroolbark Superclinic,"Mooroolbark Superclinic, 108 Brice Avenue, Mooroolbark VIC 3138, Australia"
343,3115-vic,Greater Knox Family Practice,"Greater Knox Family Practice, 43 Boronia Road, Boronia VIC 3155, Australia"
344,3115-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
345,3116-vic,Mooroolbark Superclinic,"Mooroolbark Superclinic, 108 Brice Avenue, Mooroolbark VIC 3138, Australia"
346,3116-vic,Greater Knox Family Practice,"Greater Knox Family Practice, 43 Boronia Road, Boronia VIC 3155, Australia"
347,3116-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
360,3121-vic,Toorak Medical Centre,"Toorak Medical Centre, 100 Mathoura Road, Toorak VIC 3142, Australia"
361,3121-vic,Dentists of Hawthorn,"Dentists of Hawthorn, 330 Burwood Road, Hawthorn VIC 3122, Australia"
362,3121-vic,No 68 Medical Centre,"No 68 Medical Centre, 68 Lonsdale Street, Melbourne VIC 3000, Australia"
363,3122-vic,Dentists of Hawthorn,"Dentists of Hawthorn, 330 Burwood Road, Hawthorn VIC 3122, Australia"
364,3122-vic,Toorak Medical Centre,"Toorak Medical Centre, 100 Mathoura Road, Toorak VIC 3142, Australia"
365,3122-vic,Clifton Hill Clinic,"Clifton Hill Clinic, 22 Spensley Street, Clifton Hill VIC 3068, Australia"
366,3123-vic,Dentists of Hawthorn,"Dentists of Hawthorn, 330 Burwood Road, Hawthorn VIC 3122, Australia"
367,3123-vic,Toorak Medical Centre,"Toorak Medical Centre, 100 Mathoura Road, Toorak VIC 3142, Australia"
368,3123-vic,Me Clinic Plastic Surgery,"Me Clinic Plastic Surgery, Moama Road, Malvern East VIC 3145, Australia"
369,3124-vic,Dentists of Hawthorn,"Dentists of Hawthorn, 330 Burwood Road, Hawthorn VIC 3122, Australia"
370,3124-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
371,3124-vic,Me Clinic Plastic Surgery,"Me Clinic Plastic Surgery, Moama Road, Malvern East VIC 3145, Australia"
372,3125-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
373,3125-vic,Acupuncture,"Acupuncture, Dandenong Road, Murrumbeena VIC 3163, Australia"
374,3125-vic,Carnegie Central,"Carnegie Central, 2-18 Koornang Road, Carnegie VIC 3163, Australia"
375,3126-vic,Dentists of Hawthorn,"Dentists of Hawthorn, 330 Burwood Road, Hawthorn VIC 3122, Australia"
376,3126-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
377,3126-vic,Toorak Medical Centre,"Toorak Medical Centre, 100 Mathoura Road, Toorak VIC 3142, Australia"
378,3127-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
379,3127-vic,Dentists of Hawthorn,"Dentists of Hawthorn, 330 Burwood Road, Hawthorn VIC 3122, Australia"
380,3127-vic,Acupuncture,"Acupuncture, Dandenong Road, Murrumbeena VIC 3163, Australia"
381,3128-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
382,3128-vic,Acupuncture,"Acupuncture, Dandenong Road, Murrumbeena VIC 3163, Australia"
383,3128-vic,Dentists of Hawthorn,"Dentists of Hawthorn, 330 Burwood Road, Hawthorn VIC 3122, Australia"
384,3129-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
385,3129-vic,Dentists of Hawthorn,"Dentists of Hawthorn, 330 Burwood Road, Hawthorn VIC 3122, Australia"
386,3129-vic,Wingrove Medical Clinic,"Wingrove Medical Clinic, 270 Wingrove Street, Fairfield VIC 3078, Australia"
387,3130-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
388,3130-vic,Acupuncture,"Acupuncture, Dandenong Road, Murrumbeena VIC 3163, Australia"
389,3130-vic,Dentists of Hawthorn,"Dentists of Hawthorn, 330 Burwood Road, Hawthorn VIC 3122, Australia"
390,3131-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
391,3131-vic,Acupuncture,"Acupuncture, Dandenong Road, Murrumbeena VIC 3163, Australia"
392,3131-vic,Greater Knox Family Practice,"Greater Knox Family Practice, 43 Boronia Road, Boronia VIC 3155, Australia"
393,3132-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
394,3132-vic,Greater Knox Family Practice,"Greater Knox Family Practice, 43 Boronia Road, Boronia VIC 3155, Australia"
395,3132-vic,Mooroolbark Superclinic,"Mooroolbark Superclinic, 108 Brice Avenue, Mooroolbark VIC 3138, Australia"
396,3133-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
397,3133-vic,Greater Knox Family Practice,"Greater Knox Family Practice, 43 Boronia Road, Boronia VIC 3155, Australia"
398,3133-vic,Family Medical Practice,"Family Medical Practice, 84 Springvale Road, Springvale VIC 3171, Australia"
399,3134-vic,Mooroolbark Superclinic,"Mooroolbark Superclinic, 108 Brice Avenue, Mooroolbark VIC 3138, Australia"
400,3134-vic,Greater Knox Family Practice,"Greater Knox Family Practice, 43 Boronia Road, Boronia VIC 3155, Australia"
401,3134-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
402,3135-vic,Greater Knox Family Practice,"Greater Knox Family Practice, 43 Boronia Road, Boronia VIC 3155, Australia"
403,3135-vic,Mooroolbark Superclinic,"Mooroolbark Superclinic, 108 Brice Avenue, Mooroolbark VIC 3138, Australia"
404,3135-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
405,3136-vic,Mooroolbark Superclinic,"Mooroolbark Superclinic, 108 Brice Avenue, Mooroolbark VIC 3138, Australia"
406,3136-vic,Greater Knox Family Practice,"Greater Knox Family Practice, 43 Boronia Road, Boronia VIC 3155, Australia"
407,3136-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
408,3137-vic,Mooroolbark Superclinic,"Mooroolbark Superclinic, 108 Brice Avenue, Mooroolbark VIC 3138, Australia"
409,3137-vic,Greater Knox Family Practice,"Greater Knox Family Practice, 43 Boronia Road, Boronia VIC 3155, Australia"
410,3137-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
411,3138-vic,Mooroolbark Superclinic,"Mooroolbark Superclinic, 108 Brice Avenue, Mooroolbark VIC 3138, Australia"
412,3138-vic,Greater Knox Family Practice,"Greater Knox Family Practice, 43 Boronia Road, Boronia VIC 3155, Australia"
413,3138-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
414,3139-vic,Mooroolbark Superclinic,"Mooroolbark Superclinic, 108 Brice Avenue, Mooroolbark VIC 3138, Australia"
415,3139-vic,Greater Knox Family Practice,"Greater Knox Family Practice, 43 Boronia Road, Boronia VIC 3155, Australia"
416,3139-vic,Rise Medical Centre,"Rise Medical Centre, Fairwood Rise, Officer VIC 3807, Australia"
417,3140-vic,Mooroolbark Superclinic,"Mooroolbark Superclinic, 108 Brice Avenue, Mooroolbark VIC 3138, Australia"
418,3140-vic,Greater Knox Family Practice,"Greater Knox Family Practice, 43 Boronia Road, Boronia VIC 3155, Australia"
419,3140-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
420,3141-vic,Toorak Medical Centre,"Toorak Medical Centre, 100 Mathoura Road, Toorak VIC 3142, Australia"
421,3141-vic,Albert Park Medical Centre,"Albert Park Medical Centre, 51 Dundas Place, Albert Park VIC 3206, Australia"
422,3141-vic,Albert Park Medical Centre,"Albert Park Medical Centre, 53 Dundas Place, Albert Park VIC 3206, Australia"
423,3142-vic,Family Medical Practice,"Family Medical Practice, 84 Springvale Road, Springvale VIC 3171, Australia"
424,3142-vic,Dr Le Tung & Thai Luong,"Dr Le Tung & Thai Luong, 14 Balmoral Avenue, Springvale VIC 3171, Australia"
425,3142-vic,Dr Sophy Nuin,"Dr Sophy Nuin, St Johns Avenue, Springvale VIC 3171, Australia"
426,3143-vic,Toorak Medical Centre,"Toorak Medical Centre, 100 Mathoura Road, Toorak VIC 3142, Australia"
427,3143-vic,Me Clinic Plastic Surgery,"Me Clinic Plastic Surgery, Moama Road, Malvern East VIC 3145, Australia"
428,3143-vic,Dentists of Hawthorn,"Dentists of Hawthorn, 330 Burwood Road, Hawthorn VIC 3122, Australia"
429,3144-vic,Me Clinic Plastic Surgery,"Me Clinic Plastic Surgery, Moama Road, Malvern East VIC 3145, Australia"
430,3144-vic,Toorak Medical Centre,"Toorak Medical Centre, 100 Mathoura Road, Toorak VIC 3142, Australia"
431,3144-vic,Dentists of Hawthorn,"Dentists of Hawthorn, 330 Burwood Road, Hawthorn VIC 3122, Australia"
432,3145-vic,Carnegie Central,"Carnegie Central, 2-18 Koornang Road, Carnegie VIC 3163, Australia"
433,3145-vic,Me Clinic Plastic Surgery,"Me Clinic Plastic Surgery, Moama Road, Malvern East VIC 3145, Australia"
434,3145-vic,Acupuncture,"Acupuncture, Dandenong Road, Murrumbeena VIC 3163, Australia"
435,3146-vic,Me Clinic Plastic Surgery,"Me Clinic Plastic Surgery, Moama Road, Malvern East VIC 3145, Australia"
